iter	MultiClass
420	0.6734074793
421	0.6732723597
422	0.6730287869
423	0.6727965581
424	0.6725107742
425	0.6722731244
426	0.671836185
427	0.6716971124
428	0.6714908045
429	0.6712733473
430	0.6710777548
431	0.6708320062
432	0.6705309543
433	0.6701499255
434	0.669833297
435	0.6695181712
436	0.6692152376
437	0.6689963459
438	0.6688307087
439	0.66871724
440	0.6684417686
441	0.6683057675
442	0.6680211034
443	0.66786131
444	0.6675551144
445	0.6674048858
446	0.6672906115
447	0.6670316285
448	0.6667697827
449	0.666562534
450	0.6663579452
451	0.6661321997
452	0.6659170743
453	0.6657873897
454	0.6656437642
455	0.6653175384
456	0.665072238
457	0.6648381256
458	0.6645726439
459	0.6643279722
460	0.6640406995
461	0.6637669985
462	0.6634686895
463	0.663263899
464	0.6629140498
465	0.6626777945
466	0.6625763848
467	0.6621192606
468	0.6616193205
469	0.6614248977
470	0.6612069966
471	0.6609484059
472	0.6606932402
473	0.6603603956
474	0.6601235658
475	0.6599299785
476	0.6597889349
477	0.6595410904
478	0.6592170667
479	0.6589086965
480	0.6587041054
481	0.6585215891
482	0.6582720183
483	0.6580990462
484	0.6579830034
485	0.6577693012
486	0.6573962939
487	0.6572571175
488	0.6571024386
489	0.6568519728
490	0.6567296373
491	0.6564704298
492	0.6561566847
493	0.6558851098
494	0.6556713792
495	0.6553725791
496	0.6548989928
497	0.6547504482
498	0.6545006501
499	0.6543230578
500	0.6542179242
501	0.653894492
502	0.6537091786
503	0.6533465747
504	0.653025091
505	0.6527325375
506	0.6524894549
507	0.6523852685
508	0.6522368382
509	0.6519943937
510	0.6518146922
511	0.6516853374
512	0.6515309837
513	0.6511894317
514	0.6509105129
515	0.6506643532
516	0.6504302511
517	0.650083329
518	0.6496948907
519	0.6494946148
520	0.6492734542
521	0.64903243
522	0.648982172
523	0.6488553555
524	0.6487093561
525	0.6484998942
526	0.6481432423
527	0.647936569
528	0.6477267286
529	0.6475278531
530	0.6472522916
531	0.6468555374
532	0.6465750641
533	0.6463179957
534	0.6461694152
535	0.6459699403
536	0.6456384585
537	0.6454810351
538	0.6452133904
539	0.645026916
540	0.6446593716
541	0.6443120081
542	0.6441566248
543	0.6439763584
544	0.6436814087
545	0.6433399864
546	0.6430348057
547	0.6428223675
548	0.642561122
549	0.6423190442
550	0.6420869004
551	0.6418396626
552	0.6416816033
553	0.6414637656
554	0.6411650337
555	0.6409244329
556	0.6407239148
557	0.640623689
558	0.6404937379
559	0.6402123463
560	0.6401055476
561	0.6399266594
562	0.6397039319
563	0.6395497394
564	0.6393740156
565	0.6390781795
566	0.6389573682
567	0.6387031791
568	0.638506719
569	0.6383425995
570	0.6381109439
571	0.6379029885
572	0.6376051317
573	0.637463191
574	0.6372201201
575	0.6368901985
576	0.6366810806
577	0.636477134
578	0.6363087908
579	0.6360732279
580	0.6359292125
581	0.6357784815
582	0.6356390263
583	0.6355215159
584	0.6352853294
585	0.6349204854
586	0.6347657049
587	0.6345968245
588	0.634429642
589	0.6341265368
590	0.6338941448
591	0.6336133204
592	0.6334927371
593	0.6332404757
594	0.633042794
595	0.6328315443
596	0.6326521953
597	0.6325633811
598	0.6320668249
599	0.6318211839
600	0.6314303658
601	0.6311450407
602	0.6309601985
603	0.6306423006
604	0.6305426668
605	0.6302597955
606	0.6299870997
607	0.629688594
608	0.6294967376
609	0.6292352414
610	0.6291031333
611	0.628998112
612	0.628843277
613	0.6285425585
614	0.6283484884
615	0.6280325419
616	0.6278079522
617	0.6276751457
618	0.6274247595
619	0.6272139876
620	0.626969075
621	0.6265743155
622	0.6262944531
623	0.6261429414
624	0.6259751386
625	0.6256401969
626	0.6254497063
627	0.6251455712
628	0.6249722397
629	0.6247267485
630	0.6246210722
631	0.6245261934
632	0.6242868051
633	0.6240927096
634	0.6237253098
635	0.6235998345
636	0.6234014017
637	0.6231239495
638	0.6228296468
639	0.6227221722
640	0.6225735603
641	0.6223271671
642	0.6220767106
643	0.6219812434
644	0.6217495189
645	0.6215219313
646	0.6214163606
647	0.6212467678
648	0.6209928862
649	0.6206319163
650	0.6203431026
651	0.6201686675
652	0.6199629168
653	0.619832668
654	0.6195401399
655	0.6193747297
656	0.6192849652
657	0.6191800211
658	0.6189114548
659	0.6187803289
660	0.6184699119
661	0.6182842325
662	0.6180016605
663	0.6177913694
664	0.6175021186
665	0.6173844894
666	0.6171820835
667	0.6170225941
668	0.6169801554
669	0.616842269
670	0.6165921334
671	0.6164741329
672	0.6161019477
673	0.6158702324
674	0.6156811767
675	0.6154916409
676	0.6153636358
677	0.6150217926
678	0.6149068777
679	0.6147191387
680	0.614484689
681	0.6142976752
682	0.6141273464
683	0.6138972141
684	0.6136846449
685	0.6135227609
686	0.6134309009
687	0.6131936473
688	0.6130253954
689	0.6126182063
690	0.6123916261
691	0.6119827879
692	0.6117722261
693	0.6116296224
694	0.611417472
695	0.6111937992
696	0.6108986778
697	0.6107559226
698	0.6105952639
699	0.6104560335
700	0.610180211
701	0.6099237731
702	0.6095436224
703	0.6093268848
704	0.6092074296
705	0.6089239922
706	0.6086592871
707	0.6085125041
708	0.6082804105
709	0.6080568914
710	0.6078283087
711	0.6076865427
712	0.607353257
713	0.6071382581
714	0.6069985474
715	0.6068669327
716	0.6066369997
717	0.6064259697
718	0.6062902288
719	0.6060602111
720	0.6059270494
721	0.6057154858
722	0.6054635282
723	0.6053374371
724	0.6051313156
725	0.6049738592
726	0.6047733503
727	0.6045428343
728	0.6042668459
729	0.6041043827
730	0.6038647072
731	0.6037585078
732	0.6035254108
733	0.603355317
734	0.6030099296
735	0.6027237695
736	0.6025837263
737	0.6024383833
738	0.6022454136
739	0.602135182
740	0.6020312573
741	0.6018001501
742	0.6016478113
743	0.6014755044
744	0.6013204885
745	0.6010217887
746	0.6009367221
747	0.600765972
748	0.6005055923
749	0.6002769142
750	0.6001423133
751	0.5999768984
752	0.5998717553
753	0.5995999359
754	0.5994282191
755	0.5993270244
756	0.5992316976
757	0.5990334634
758	0.5987098901
759	0.5984550962
760	0.5983312231
761	0.5981317542
762	0.5980252193
763	0.5977373694
764	0.5975190797
765	0.5972489575
766	0.5971158054
767	0.5969440632
768	0.5968335291
769	0.5965795073
770	0.5964274011
771	0.5962703871
772	0.5960681813
773	0.5959497102
774	0.595613971
775	0.5954203953
776	0.5951690426
777	0.5950074661
778	0.5948940431
779	0.5945147795
780	0.5943951858
781	0.5941764352
782	0.5939612
783	0.5938759261
784	0.5936537627
785	0.5934533674
786	0.5931566584
787	0.5930407062
788	0.5928378058
789	0.5925761124
790	0.5924428002
791	0.5922997309
792	0.5921929425
793	0.5920598611
794	0.5918108396
795	0.5916411874
796	0.5914514854
797	0.5912197276
798	0.5911353317
799	0.590898132
800	0.5906670138
801	0.5904237653
802	0.5902304837
803	0.5900753537
804	0.5898817725
805	0.5896881591
806	0.5895713884
807	0.5893912917
808	0.5892383851
809	0.5889541066
810	0.5888771456
811	0.5886643043
812	0.5885304196
813	0.5882831263
814	0.5881334572
815	0.5880436586
816	0.5878016352
817	0.5875966291
818	0.5874095041
819	0.5871689869
820	0.5870520125
821	0.586916103
822	0.5867462181
823	0.5866324709
824	0.5864949775
825	0.5863300595
826	0.5860969879
827	0.5858855018
828	0.5857426947
829	0.5856230489
830	0.5855173908
831	0.5852868709
832	0.5850509499
833	0.5849220293
834	0.5847697169
835	0.5845188316
836	0.5842529381
837	0.5840644818
838	0.5839146512
839	0.5837576915
840	0.5835113786
841	0.58341295
842	0.5831627928
843	0.5829023908
844	0.5826768814
845	0.5824939984
846	0.5822963373
847	0.5820173599
848	0.5818143645
849	0.5816855646
850	0.5815839567
851	0.581432539
852	0.5810624474
853	0.5808460056
854	0.5806723329
855	0.5804845837
856	0.5804028208
857	0.5801998865
858	0.5799789142
859	0.5798484271
860	0.5796961478
861	0.579590757
862	0.5794261282
863	0.5792278864
864	0.5791240095
865	0.5789933508
866	0.5787123963
867	0.5785940909
868	0.5784458192
869	0.5783010045
870	0.5780371765
871	0.5779309924
872	0.5776777383
873	0.5775921449
874	0.5774586776
875	0.5773251361
876	0.5772084474
877	0.5770252048
878	0.5769078499
879	0.5767640092
880	0.5766659903
881	0.5764475366
882	0.5762874193
883	0.5761159022
884	0.5758924217
885	0.5756013664
886	0.5754437093
887	0.5751791055
888	0.5750131968
889	0.5749170084
890	0.5747049307
891	0.5744362596
892	0.5742646114
893	0.5741385982
894	0.5739784891
895	0.5738587136
896	0.573705041
897	0.5734528323
898	0.5733126968
899	0.573016109
900	0.572830268
901	0.5726767615
902	0.5725477553
903	0.5723969469
904	0.5721907502
905	0.5720780205
906	0.5719739584
907	0.5718161796
908	0.5715702416
909	0.5714154381
910	0.5711214656
911	0.5709649908
912	0.5708270332
913	0.5707226797
914	0.5704811982
915	0.5703066361
916	0.5702125801
917	0.5700235793
918	0.5698180133
919	0.5696288731
920	0.5694979646
921	0.5693860729
922	0.5691770765
923	0.5690756928
924	0.5689612562
925	0.568770659
926	0.5686112497
927	0.5683512864
928	0.5681985649
929	0.5679269975
930	0.5677466493
931	0.5675855697
932	0.567412789
933	0.5672699543
934	0.5671635061
935	0.5670277627
936	0.5668055348
937	0.5665371387
938	0.5663521378
939	0.5661318833
940	0.5658908915
941	0.5656856939
942	0.5655210111
943	0.5652424762
944	0.5650639885
945	0.564922454
946	0.5647545737
947	0.5645400726
948	0.5644294507
949	0.564246613
950	0.5641878631
951	0.5640622387
952	0.5638071246
953	0.5635423673
954	0.56346388
955	0.5633334766
956	0.5631472333
957	0.5627316835
958	0.5625649769
959	0.5623614829
960	0.5622463132
961	0.5620513905
962	0.5619366434
963	0.5618426339
964	0.5616602259
965	0.5613671236
966	0.5612118383
967	0.5611250678
968	0.5608270989
969	0.5606778695
970	0.5605114319
971	0.5603767639
972	0.5602997014
973	0.5601078788
974	0.5598711634
975	0.5598128959
976	0.5595767773
977	0.5594383284
978	0.5592166232
979	0.5590958951
980	0.5590215323
981	0.5588665844
982	0.5587245277
983	0.5585586912
984	0.5584454275
985	0.558127446
986	0.5579131326
987	0.5577940009
988	0.5576044108
989	0.5574835616
990	0.5573268016
991	0.5572203588
992	0.5569995879
993	0.5568544831
994	0.5566270177
995	0.5564001251
996	0.5562419439
997	0.556093826
998	0.5559489117
999	0.555834974
